uspto,above,above,83.6,68.71622467041016
uspto,above,above,18.9,57.78622055053711
uspto,above,above,77.89999999999999,70.4688720703125
uspto,above,above,73.5,63.05850601196289
uspto,above,above,72.7,75.2178726196289
uspto,above,above,92.4,58.19717025756836
uspto,above,above,62.8,65.34528350830078
uspto,above,above,92.7,72.97213745117188
uspto,above,above,59.8,74.742431640625
uspto,above,above,41.39999999999999,70.2750244140625
uspto,above,above,96.6,72.02904510498047
uspto,above,above,99.09999999999997,51.1287841796875
uspto,above,above,79.1,68.69496154785156
uspto,above,above,99.4,84.6999282836914
uspto,above,above,89.1,70.72932434082031
uspto,above,above,82.0,68.06427001953125
uspto,above,above,61.6,73.38394165039062
uspto,above,above,75.4,71.44771575927734
uspto,above,above,99.5,75.85121154785156
uspto,above,above,66.9,73.97561645507812
uspto,above,above,95.4,81.38860321044922
uspto,above,above,89.4,69.39718627929688
uspto,above,above,91.3,71.613037109375
uspto,above,above,83.8,60.7165412902832
uspto,above,above,86.6,75.23672485351562
uspto,above,above,84.5,74.29273986816406
uspto,above,above,85.1,74.1884994506836
uspto,above,above,88.2,54.37980270385742
uspto,above,above,65.9,69.23344421386719
uspto,above,above,38.4,75.50794982910156
uspto,above,above,70.4,63.596710205078125
uspto,above,above,77.7,72.26421356201172
uspto,above,above,78.7,67.11493682861328
uspto,above,above,95.3,83.45072937011719
uspto,above,above,98.2,84.08712768554688
uspto,above,above,91.7,73.94188690185547
uspto,above,above,78.8,82.96539306640625
uspto,above,above,87.8,70.88762664794922
uspto,above,above,76.7,83.19476318359375
uspto,above,above,69.7,70.43739318847656
uspto,above,above,77.9,78.9242935180664
uspto,above,above,79.9,81.54801177978516
uspto,above,above,62.4,68.7345962524414
uspto,above,above,85.8,70.55247497558594
uspto,above,above,87.5,84.80719757080078
uspto,above,above,87.1,71.74623107910156
uspto,above,above,71.9,72.51561737060547
uspto,above,above,97.8,77.03917694091797
uspto,above,above,61.0,58.885494232177734
uspto,above,above,15.699999999999998,71.61972045898438
uspto,above,above,99.2,69.22023010253906
uspto,above,above,96.90000000000002,84.54300689697266
uspto,above,above,76.0,70.7310562133789
uspto,above,above,71.5,72.25910186767578
uspto,above,above,86.2,78.90184783935547
uspto,above,above,73.7,75.48397827148438
uspto,above,above,62.29999999999999,72.80559539794922
uspto,above,above,84.2,63.88218688964844
uspto,above,above,97.7,74.22294616699219
uspto,above,above,99.7,71.46675872802734
uspto,above,above,71.4,62.40570831298828
uspto,above,above,31.0,71.15792083740234
uspto,above,above,46.6,78.1336669921875
uspto,above,above,64.2,70.80812072753906
uspto,above,above,94.8,85.0241470336914
uspto,above,above,69.3,69.2635498046875
uspto,above,above,76.5,70.40312957763672
uspto,above,above,23.899999999999995,75.12165832519531
uspto,above,above,49.4,71.03588104248047
uspto,above,above,25.0,67.1633529663086
uspto,above,above,60.799999999999976,57.00808334350586
uspto,above,above,78.29999999999998,66.73656463623047
uspto,above,above,91.9,78.73869323730469
uspto,above,above,42.4,74.3064193725586
uspto,above,above,86.1,70.80784606933594
uspto,above,above,82.9,76.22135162353516
uspto,above,above,43.60000000000001,62.9420051574707
uspto,above,above,31.0,64.26509094238281
uspto,above,above,50.8,72.6493911743164
uspto,above,above,97.4,66.67223358154297
uspto,above,above,63.70000000000001,71.6628646850586
uspto,above,above,60.299999999999976,75.41449737548828
uspto,above,above,17.800000000000004,68.92500305175781
uspto,above,above,52.4,66.31794738769531
uspto,above,above,49.7,70.90434265136719
uspto,above,above,92.6,84.28987121582031
uspto,above,above,60.9,80.43096160888672
uspto,above,above,45.7,74.95475006103516
uspto,above,above,81.9,70.52153015136719
uspto,above,above,60.400000000000006,71.60276794433594
uspto,above,above,52.2,74.33097839355469
uspto,above,above,84.4,70.27159118652344
uspto,above,above,50.1,64.9112548828125
uspto,above,above,45.20000000000001,69.17964935302734
uspto,above,above,97.1,80.46343994140625
uspto,above,above,36.7,60.5212516784668
uspto,above,above,55.0,78.53295135498047
uspto,above,above,74.8,77.11439514160156
uspto,above,above,99.7,74.082763671875
uspto,above,above,83.0,80.04961395263672
uspto,above,above,87.6,78.93868255615234
uspto,above,above,73.6,66.48309326171875
uspto,above,above,85.7,67.01964569091797
uspto,above,above,90.5,72.81381225585938
uspto,above,above,63.9,60.44648361206055
uspto,above,above,92.0,83.71115112304688
uspto,above,above,80.3,67.99295043945312
uspto,above,above,72.39999999999999,70.63717651367188
uspto,above,above,97.0,78.23675537109375
uspto,above,above,100.0,77.52826690673828
uspto,above,above,80.7,74.76433563232422
uspto,above,above,43.6,65.36691284179688
uspto,above,above,77.8,77.01736450195312
uspto,above,above,67.9,85.5046615600586
uspto,above,above,93.1,79.98956298828125
uspto,above,above,99.0,72.46634674072266
uspto,above,above,50.0,73.59354400634766
uspto,above,above,62.6,71.16100311279297
uspto,above,above,26.7,55.68839645385742
uspto,above,above,83.6,78.81047821044922
uspto,above,above,95.40000000000002,82.2203369140625
uspto,above,above,96.9,75.58524322509766
uspto,above,above,87.7,87.33007049560547
uspto,above,above,84.29999999999998,83.77616882324219
uspto,above,above,40.0,63.818424224853516
uspto,above,above,66.5,84.84112548828125
uspto,above,above,42.6,65.9179458618164
uspto,above,above,87.6,74.4716796875
uspto,above,above,60.4,73.08427429199219
uspto,above,above,70.5,72.87928009033203
uspto,above,above,43.8,81.27577209472656
uspto,above,above,74.9,56.66706466674805
uspto,above,above,54.7,71.48634338378906
uspto,above,above,64.3,73.3402099609375
uspto,above,above,95.90000000000002,77.45372772216797
