uspto,below,below,64.8,43.23493957519531
uspto,below,below,41.5,56.834190368652344
uspto,below,below,18.2,51.0340461730957
uspto,below,below,28.6,53.19459533691406
uspto,below,below,27.6,41.167640686035156
uspto,below,below,78.9,70.75894927978516
uspto,below,below,43.2,61.26042556762695
uspto,below,below,41.2,33.00204849243164
uspto,below,below,46.7,52.13360595703125
uspto,below,below,35.9,50.4935302734375
uspto,below,below,87.5,75.48957061767578
uspto,below,below,43.1,26.26494598388672
uspto,below,below,76.20000000000002,49.981292724609375
uspto,below,below,54.79999999999999,64.49613952636719
uspto,below,below,0.0999999999999999,71.19978332519531
uspto,below,below,77.9,53.38866424560547
uspto,below,below,72.7,51.27372360229492
uspto,below,below,37.1,70.94883728027344
uspto,below,below,99.0,75.85668182373047
uspto,below,below,57.09999999999998,54.89176940917969
uspto,below,below,78.6,62.47751235961914
uspto,below,below,94.0,80.47579193115234
uspto,below,below,90.7,67.80195617675781
uspto,below,below,61.5,58.31781005859375
uspto,below,below,79.6,69.29446411132812
uspto,below,below,72.1,71.64585876464844
uspto,below,below,52.9,41.73349380493164
uspto,below,below,8.3,51.872432708740234
uspto,below,below,50.2,62.14892578125
uspto,below,below,87.6,65.97309112548828
uspto,below,below,58.1,50.821170806884766
uspto,below,below,76.9,50.95270538330078
uspto,below,below,99.9,77.70136260986328
uspto,below,below,81.6,64.50377655029297
uspto,below,below,90.7,72.45941162109375
uspto,below,below,24.1,54.26970672607422
uspto,below,below,90.8,58.888404846191406
uspto,below,below,47.1,62.623680114746094
uspto,below,below,40.8,59.2901725769043
uspto,below,below,86.7,63.394248962402344
uspto,below,below,77.5,61.74476623535156
uspto,below,below,29.7,57.66468811035156
uspto,below,below,59.5,45.728271484375
uspto,below,below,44.4,51.4924430847168
uspto,below,below,80.2,51.910926818847656
uspto,below,below,18.6,46.02043151855469
uspto,below,below,63.2,80.31271362304688
uspto,below,below,98.8,55.037841796875
uspto,below,below,0.8,47.48225784301758
uspto,below,below,83.0,57.036136627197266
uspto,below,below,20.2,60.14384841918945
uspto,below,below,94.8,69.77229309082031
uspto,below,below,68.5,64.93524169921875
uspto,below,below,84.39999999999999,64.72058868408203
uspto,below,below,70.1,53.59236145019531
uspto,below,below,80.0,45.804542541503906
uspto,below,below,88.2,58.071109771728516
uspto,below,below,84.9,58.33000946044922
uspto,below,below,41.9,49.83442306518555
uspto,below,below,76.0,77.79986572265625
uspto,below,below,87.5,68.99516296386719
uspto,below,below,47.6,49.264373779296875
uspto,below,below,31.9,53.463626861572266
uspto,below,below,81.9,57.713565826416016
uspto,below,below,69.1,41.98368453979492
uspto,below,below,60.5,56.60368347167969
uspto,below,below,33.7,37.54332733154297
